Id,ParentId,Body
"53001675","53001383","<h3>Question 1</h3>

<p>You've made a mistake. The <code>Flip</code> means that you need to map over the <em>first</em> parameter of <code>K</code>:</p>

<pre><code>instance Functor (Flip K a) where
  fmap f (Flip (K a)) = Flip (K (f a))
</code></pre>

<h3>Question 2</h3>

<p>There are good reasons for this. One of them is that it can be extremely useful (to maintain program invariants or to guide instance resolution) to give a type a <em>phantom</em> parameter. Those techniques would be worthless if the compiler just ignored them. (Note: you can ignore them when you need to, and <code>Data.Coerce</code> gives some advanced tools for doing so. You're probably not ready for coercions yet).</p>

<p>Another reason is that it would be considerably harder to figure out what types were equal to what other types, since you'd have to look at details of each. There are probably more reasons.</p>

<h3>An aside</h3>

<p><code>FlexibleInstances</code> seems rather awkward and limiting here. Here's how I'd do it:</p>

<pre><code>-- A functor in the second to last type argument
class Functor2 p where
  fmap2 :: (a -&gt; a') -&gt; p a b -&gt; p a' b

instance Functor2 K where
  fmap2 = -- you fill in the blank

instance Functor2 p =&gt; Functor (Flip p b) where
  fmap = -- you fill in the blank
</code></pre>
"
"53001676","53001500","<p>When you do export default </p>

<p>You should import it like </p>

<pre><code>  import produits from './mesprod.js'
</code></pre>

<p>Because only one can be exported by default per module so it will be imported like above</p>

<p>When you need to use curly brackets</p>

<p>Say suppose you are exporting one function using default and other two without default</p>

<p>mesprod.js</p>

<pre><code>   export default function produits (){return [{nom:""chaussure"",prix:45}, {nom:""polo"",prix:8}]}

   export function produits1(){return [{nom:""chaussure"",prix:45}, {nom:""polo"",prix:8}]}

   export function produits2(){return [{nom:""chaussure"",prix:45}, {nom:""polo"",prix:8}]}
</code></pre>

<p>So while importing you do like below</p>

<pre><code>  import produits, { produits1, produits2 } from './mesprod.js'
</code></pre>

<p>Curly braces are used when you export multiple functions without default keyword and if you export with default then import it without curly braces</p>
"
"53001679","53001312","<p>Use <a href=""http://pandas.pydata.org/pandas-docs/stable/generated/pandas.DataFrame.filter.html"" rel=""nofollow noreferrer""><code>filter</code></a> with <a href=""http://pandas.pydata.org/pandas-docs/stable/generated/pandas.DataFrame.div.html"" rel=""nofollow noreferrer""><code>div</code></a> for division and join together by <a href=""http://pandas.pydata.org/pandas-docs/stable/generated/pandas.concat.html"" rel=""nofollow noreferrer""><code>concat</code></a>:</p>

<pre><code>df = pd.concat([df.filter(like='v').div(df['t1'], axis=0),
                df.filter(like='x').div(df['t2'], axis=0)], axis=1)
print (df)
         v1        v2        x1        x2
0  0.500000  0.500000  0.727273  0.272727
1  0.307692  0.692308  0.666667  0.333333
2  0.500000  0.500000  0.727273  0.272727
</code></pre>

<p>If want also total columns:</p>

<pre><code>df = pd.concat([df.filter(like='v').div(df['t1'], axis=0),
                df.filter(like='x').div(df['t2'], axis=0),
                df[['t1','t2']]], axis=1)
print (df)
         v1        v2        x1        x2  t1  t2
0  0.500000  0.500000  0.727273  0.272727  10  11
1  0.307692  0.692308  0.666667  0.333333  13   3
2  0.500000  0.500000  0.727273  0.272727  20  11
</code></pre>
"
"53001680","53001642","<p>The error is here:</p>

<pre><code>class DerivedClass(AbsBaseClass):
    def __init__(self,y):
        super(AbsBaseClass,self).__init__(y)
 #            ^^^^^^^^^^^^ This should be DerivedClass, not AbsBaseClasee
</code></pre>
"
"53001682","53001660","<p>Try below: you need to select table_name from t1 in subquery</p>

<pre><code>WITH t1 AS 
( 
  SELECT TABLE_NAME AS TABELA
  FROM INFORMATION_SCHEMA.COLUMNS
  WHERE COLUMN_NAME LIKE 'nu_cns' 
)

SELECT 
    TABLE_NAME,
    COLUMN_NAME
FROM INFORMATION_SCHEMA.COLUMNS
WHERE TABLE_NAME IN (select table_name from t1)
</code></pre>
"
"53001683","53001381","<p>You never set <code>ctx.obj</code>.  This can fix that for you:</p>

<pre><code>def main(ctx, apikey):
    if ctx.obj is None:
        ctx.obj = {}
    ...
</code></pre>
"
"53001686","53001667","<p>Bcause you never <code>initialized</code> it. Call this first then try to fetch the value: </p>

<pre><code>holidayData = Model(RTC_minute: ""some"", RTC_hour: ""some"", RTC_day: ""some"", RTC_year: ""some"", Flag: ""some"")
</code></pre>

<p>And try to give proper names to your <code>model</code> classes like <code>HolidayDataModel</code> in this case.</p>
"
"53001688","53001480","<p>Because your <code>handleSubmit</code> return <code>undefined</code> while redux-form requires a promise .Code below work fine for me:</p>

<pre><code>handleSubmit = values =&gt; {
    return axios.post('http://localhost:4000/register',values)
        // ...
}
</code></pre>
"
"53001691","53001384","<p>I'm not sure where the <code>::parents()</code> method is coming from (I can't find documentation for it anywhere; is it something you wrote?), but it seems like </p>

<pre><code>$categories = Category::all()
                      -&gt;with(['lineItems' =&gt; function ($query) use ($id) {
                          $query-&gt;where('user_id', $id);
                     }])-&gt;get();
</code></pre>

<p>might work?</p>
"
"53001694","53001053","<p>You have several issues regarding current example:</p>

<p>1) Instead of providing URL path manually, use <code>Url.Action()</code> helper to generate URL from certain action method name and pass it as parameter to a function declared in external JS file.</p>

<p>2) <code>$('#ItemsID').html(items)</code> may override the <code>&lt;select&gt;</code> tag and replace it with <code>&lt;option&gt;</code> tags. You should discard all current options list with <code>empty()</code> and create it again from JSON data with <code>append()</code> (see <a href=""https://stackoverflow.com/questions/5918144/how-can-i-use-json-data-to-populate-the-options-of-a-select-box"">this reference</a>).</p>

<p>This example below illustrates what you should do for existing <code>&lt;select&gt;</code> element:</p>

<pre><code>// inside Razor view's &lt;script&gt; tag
$(document).ready(function () {
    var URL = '@Url.Action(""ItemTypeList"", ""Products"")'; // use Url.Action helper

    getItemList(URL); // call function from external JS file
});

// GetFacilities.js
function getItemList(url) {
    $.getJSON(url, function (data) {
        $('#ItemsID').empty(); // clear all existing options list
        $('#ItemsID').append($('&lt;option&gt;').text('Select Item Type'));
        $.each(data, function (i, item) {
            // append new options list
            $('#ItemsID').append($('&lt;option&gt;').text(item.Text).attr('value', item.Value));
        });
    });
}
</code></pre>

<p>However, there is another way which I considered better: using <code>SelectList</code> or <code>IEnumerable&lt;SelectListItem&gt;</code> to create <code>&lt;options&gt;</code> list and use <code>DropDownListFor</code> helper to populate it, see this example below:</p>

<p><strong>Viewmodel</strong></p>

<pre><code>public class ItemTypes
{
    // other properties

    public string ItemTypeCode { get; set; }

    public IEnumerable&lt;SelectListItem&gt; ItemTypeList { get; set; }
}
</code></pre>

<p><strong>Controller action</strong></p>

<pre><code>public ActionResult ItemTypeList()
{
    var model = new ItemTypes();

    var items = ItemTypes.GetItemTypes().Select(x =&gt; new SelectListItem { Text = x.ItemTypeDescription, Value = x.ItemTypeCode }).ToList();

    model.ItemTypeList = items;

    return View(model);
}
</code></pre>

<p><strong>View</strong></p>

<pre><code>@Html.DropDownListFor(model =&gt; model.ItemTypeCode, Model.ItemTypeList, ...)
</code></pre>

<p>The actual implementation is totally depends on where and how you're declaring the <code>SelectList</code> or <code>IEnumerable&lt;SelectListItem&gt;</code> property.</p>
"
"53001695","53000062","<p>There are a few <a href=""https://issues.jenkins-ci.org/browse/JENKINS-54249?jql=project%20%3D%20JENKINS%20AND%20component%20%3D%20github-plugin%20AND%20text%20~%20status%20ORDER%20BY%20created%20DESC"" rel=""nofollow noreferrer"">recent issues around Status with the GitHub plugin for Jenkins</a>.</p>

<p><a href=""https://issues.jenkins-ci.org/browse/JENKINS-53824"" rel=""nofollow noreferrer"">JENKINS-53824</a>, for instance, mentions:</p>

<blockquote>
  <p>No status was set on the commit. After following most of the suggested workarounds on the web (Manual Repo, Manual SHA etc) it still showed nothing.</p>
  
  <p>From looking at the code of the plugin and the logs of AnyRepo, it seemed that the step did not find the correct server.</p>
  
  <p>Going to the Configuration of Jenkins and looking at the configuration for GitHub. It seems that the GitHub Server config section now also allows enterprise servers as well but there is still the GitHub Enterprise section (where my server was listed).</p>
  
  <p><strong>After some playing, I found that when I add the GHE server to the GitHub Server section as well, the commit status is working as expected</strong>.</p>
</blockquote>
"
"53001696","53001079","<p>If you want to declare a variable and want to use it inside mongoDb function you can do it this way</p>

<pre><code>db.test.find({$where: function() {
 let x = 1;
 return this.a - this.b &gt; x;
}})
</code></pre>
"
"53001697","53001579","<p>Null is not a value. Any comparison of a number to null will result in null. And although it doesn't return true or false in your statement, getting a null result with <code>a &gt; b</code> is equivalent to returning false. Your <code>AND</code> criteria is not met; <code>a</code> is not greater than <code>null</code>. Therefore <code>a</code> remains equal to 5.</p>
"
"53001699","53000876","<p>Apart from adding a view file you should also add a new route which renders that view</p>

<pre><code>app.get('/', function (req, res) {
  res.render('profile.hbs', {
    title: 'Profile',
    // and any extra data you need, probably coming from your auth middleware
  });
});
</code></pre>
"
"53001700","53001006","<p>You can query matching and not matching records using <code>join</code> type. Below are examples of different joins.</p>

<pre><code>declare @tbl1 table(AddressID varchar(20), AddressType varchar(50))
declare @tbl2 table(AddressID varchar(20), AddressType varchar(50))

insert @tbl1(AddressID,AddressType) values
('AD7233654242', 'Condo'),
('AD7233654242', 'Condo'),
('AD7233654243', 'Apartment'),
('AD7233654244', 'Condo'),
('AD7233654245', 'Condo')--my sample

insert @tbl2(AddressID,AddressType) values
('AD7233654242', 'Condo'),
('AD7233654242', 'Apartment'),
('AD7233654243', 'Apartment'),
('AD7233654244', 'Condo')

--records in @tbl1 matching @tbl2
select t1.AddressID addrId_1, t1.AddressType addrType_1, t2.AddressID addrId_2, t2.AddressType addrType_2
from @tbl1 t1 -- 1st or left table
inner join @tbl2 t2 --2nd or right table
on t1.AddressID=t2.AddressID and t1.AddressType=t2.AddressType

--records in @tbl1 not matching @tbl2
select t1.AddressID, t1.AddressType
from @tbl1 t1
left join @tbl2 t2 on t1.AddressID=t2.AddressID and t1.AddressType=t2.AddressType
where t2.AddressID is null

--records in @tbl2 not matching @tbl1
select t2.AddressID, t2.AddressType
from @tbl1 t1
right join @tbl2 t2 on t1.AddressID=t2.AddressID and t1.AddressType=t2.AddressType
where t1.AddressID is null

--all mismatches
select t1.AddressID addrId_1, t1.AddressType addrType_1, t2.AddressID addrId_2, t2.AddressType addrType_2
from @tbl1 t1
full join @tbl2 t2 on t1.AddressID=t2.AddressID and t1.AddressType=t2.AddressType
where t1.AddressID is null or t2.AddressID is null
</code></pre>
"
"53001703","53001670","<p>You are able to do this using css</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>.main {
 width: 100px
}

.main a span {
  display: block;
  text-align: center;
  margin-bottom: 10px;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div class=""main""&gt;
&lt;a href=""https://hippoxd.sharengay.com""&gt;
  &lt;span&gt;Share Ngay&lt;/span&gt;
  &lt;img src=""https://sharengay.com/wp-content/uploads/2018/10/forum-moi-cua-sharengay.png""&gt;
&lt;/a&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
"
"53001710","53001387","<p>You could use an SVG background.</p>

<p>See demo: <a href=""https://codesandbox.io/s/ym88y296wj"" rel=""nofollow noreferrer"">https://codesandbox.io/s/ym88y296wj</a></p>
"
"53001711","53001567","<p>Or <code>re.split</code>:</p>

<pre><code>&gt;&gt;&gt; import re
&gt;&gt;&gt; s=""[Guide] Strength (STR) is recommended on Warriors (Warriors -&gt; Berserker)""
&gt;&gt;&gt; result = re.split(r""\s+(?=[^()]*(?:\(|$))"", s)
&gt;&gt;&gt; next((i[1:-1] for i in result if i[0]=='(' and i[-1]==')'),'No sub-strings that are surrounded by parenthesis')
'STR'
&gt;&gt;&gt; 
</code></pre>

<p>Note: here if the strings does not contain any sub-string surrounded by parenthesis, it will Output <code>'No sub-strings that are surrounded by parenthesis'</code>, if that's not needed you can just do:</p>

<pre><code>&gt;&gt;&gt; next((i[1:-1] for i in result if i[0]=='(' and i[-1]==')'))
</code></pre>

<p>Or:</p>

<pre><code>&gt;&gt;&gt; [i[1:-1] for i in result if i[0]=='(' and i[-1]==')'][0]
</code></pre>
"
"53001717","53001639","<p>You can use whatever values you want for default parameter, it doesn't have to be <code>None</code>. <code>None</code> is used conventionally in this case to provide default behavior that is slightly different than when those methods are invoked with arguments, because you should not use mutable default values like empty lists.</p>
"
"53001726","53001665","<p>If you look above the error, XCode will tell you which class is added/declared twice, navigate to it and remove the reference. Build and you're good to go.</p>
"
"53001729","53000873","<p>The <code>card</code> you got from <code>card = card_data['data']</code> is an array. You could get the id by <code>card[0]['id']</code></p>

<p>Give it a try
Thanks </p>
"
"53001733","53001412","<pre><code>public class ViewHolderCategorias extends RecyclerView.ViewHolder {

    TextView nombre; //, info;

    ImageButton idImagen;

    public ViewHolderCategorias(View itemView) {
        super(itemView);
        nombre=(TextView) itemView.findViewById(R.id.idNombre);
        //info=(TextView) itemView.findViewById(R.id.idInfo);
        idImagen=(ImageButton) itemView.findViewById(R.id.idImagen);

        idImagen.setOnClickListener(new OnCLickListener(){
                 @Override
                 public void onCLick(View view){
                    view.getContext().startActivity(new Intent(view.getContext(), NewActivity.class));
                }
            });
        }
    }
</code></pre>
"
"53001735","53000271","<p>What you're looking for would result in an infinite data type, which Haskell explicitly disallows. However, we can hide this infinity behind a newtype and the compiler won't complain.</p>

<pre><code>data Val s i a = S s | I i | A a deriving (Show)
newtype Val' = Val' (Val String Int [Val']) deriving (Show)
</code></pre>

<p>It's still doing exactly what your example did (plus a few type constructors that will get optimized away at runtime), but now we can infinitely recurse because we've <em>guarded</em> the recursive type.</p>

<p>This is actually what the <a href=""https://hackage.haskell.org/package/recursion-schemes"" rel=""nofollow noreferrer"">recursion-schemes</a> library does to get inductively-defined data that we can define generic recursion techniques on. If you're interested in generalized data types like this, you may have a look at that library.</p>

<p>To construct this newly-made type, we have to use the <code>Val'</code> constructor.</p>

<pre><code>let myVal = A [Val' (I 3), Val' (S ""ABC""), Val' (A [])]
</code></pre>
"
"53001739","53001716","<p>You can try using left join and <code>CASE WHEN</code></p>

<pre><code>select 
   s.id,
   s.`Name`,
   s.`Age`, case when sd.stud_id is null then 'In Active' else 'Active' end as `StudentStatus`
from student s left join student_details sd 
on s.id=sd.stud_id
</code></pre>
"
"53001740","53001405","<p><strong>1. Using <a href=""https://www.yiiframework.com/doc/api/2.0/yii-db-baseactiverecord#save()-detail"" rel=""nofollow noreferrer"">save()</a></strong></p>

<p>This method will call <a href=""https://www.yiiframework.com/doc/api/2.0/yii-db-activerecordinterface#insert()-detail"" rel=""nofollow noreferrer"">insert()</a> when <a href=""https://www.yiiframework.com/doc/api/2.0/yii-db-baseactiverecord#$isNewRecord-detail"" rel=""nofollow noreferrer"">$isNewRecord</a> is true, or <a href=""https://www.yiiframework.com/doc/api/2.0/yii-db-baseactiverecord#update()-detail"" rel=""nofollow noreferrer"">update()</a> when <a href=""https://www.yiiframework.com/doc/api/2.0/yii-db-baseactiverecord#$isNewRecord-detail"" rel=""nofollow noreferrer"">$isNewRecord</a> is false.</p>

<pre><code>public function actionUpdateStatus($id)
{
     $model = $this-&gt;findModel($id);
     $model-&gt;page = 5; 

     if ($model-&gt;save(true, ['page'])) {
          $this-&gt;redirect(array('view', 'id' =&gt; $model-&gt;id));
     }

     return $this-&gt;redirect(['my-obituary']);
}
</code></pre>

<p><strong>2. Using <a href=""https://www.yiiframework.com/doc/api/2.0/yii-db-baseactiverecord#updateAttributes()-detail"" rel=""nofollow noreferrer"">updateAttributes()</a></strong></p>

<p>This method is a shortcut to <a href=""https://www.yiiframework.com/doc/api/2.0/yii-db-baseactiverecord#update()-detail"" rel=""nofollow noreferrer"">update()</a> when data validation is not needed and only a small set attributes need to be updated. You may specify the attributes to be updated as name list or name-value pairs. If the latter, the corresponding attribute values will be modified accordingly. The method will then save the specified attributes into database.</p>

<p>Note that this method will not perform data validation and will not trigger events.</p>

<pre><code>public function actionUpdateStatus($id)
{
     $model = $this-&gt;findModel($id);
     $model-&gt;page = 5; 

     if ($model-&gt;updateAttributes(['page' =&gt; 5])) {
          $this-&gt;redirect(array('view', 'id' =&gt; $model-&gt;id));
     }

     return $this-&gt;redirect(['my-obituary']);
}
</code></pre>
"
"53001742","53001523","<p>In the second reducer, you're getting the data from the <code>cats</code> import, instead of from the state! So your reduce is always returning an object from the import instead of from whatever state is passed in. You should not be importing <code>cats</code> in your reducer code.</p>

<p>Similarly in your first reducer, you are returning data from the cats import.</p>

<p>In both cases, you should be returning data from the <code>state</code> parameter passed in, not from the <code>cats</code> import.</p>

<p>Your first reducer would then look like this:</p>

<pre><code>export default (state = cats, action) =&gt; {
  switch(action.type) {
    case 'INCREMENT':
      return state.map(cat =&gt; cat.name === action.name ? {...cat, clickCount: cat.clickCount + 1} : {...cat});

    default:
      return state;
  }
}
</code></pre>

<p>Second reducer: </p>

<pre><code>export default (state = cats[0], action) =&gt; {
  switch(action.type) {
    case 'SET_CURRENT_CAT':
      return {...state.filter(cat =&gt; cat.name === action.name)[0]};
    default: 
      return state;
  }
}
</code></pre>

<p><strong>Note that the reducer body code references <code>state</code>, not <code>cats</code>.</strong>
Also note that the reducers now return new objects that are clones of the objects in state (NOT the original objects), using the object spread operator:  <code>{...cat}</code> and <code>{...state.filter()[0]}</code>.</p>

<p>It's not necessarily a problem to import <code>cats</code> and use it as the default, though it's not the best design. (The problem is that the code isn't using the state parameter at all, and is instead using the imported object collection.) To avoid using the cats import in the reducers entirely, one option is to pass them in as the default store contents to <code>createStore</code>:</p>

<pre><code>import cats from '../cats';
const defaultState = { cats, currentCatName: 'Lucy' };

const store = createStore(
  rootReducer,
  defaultState
);
</code></pre>

<p>Then the defaults for the reducer parameters should return an empty array for the first reducer:</p>

<pre><code>export default (state = [], action) =&gt; {
</code></pre>

<p>and an empty object for the second reducer:</p>

<pre><code>export default (state = {}, action) =&gt; {
</code></pre>

<p>Another alternative is to add a <code>LOAD_CATS</code> action that populates your cat collection, perhaps dispatched on componentDidMount for your top level app component.</p>

<p>Another optimization that will help avoid using existing objects is to change SET_CURRENT_CAT to simply change the cat name/id stored in the state:</p>

<pre><code>export default (state, action) =&gt; {
      switch(action.type) {
        case 'SET_CURRENT_CAT':
          return action.name;
</code></pre>

<p>Then to get the current cat, you can add a selector that gets the cat by name/id from the state returned by the first reducer. (Adding an id field helps you handle the scenario where there are multiple cats with the same name.) The selector might look like this:</p>

<pre><code>function getCatByName(state, name) { return state.cats.filter(cat =&gt; cat.name === name) }
</code></pre>
"
"53001749","53001397","<p>Please try this:</p>

<pre><code>&lt;!DOCTYPE html&gt;
&lt;html lang=""en""&gt;
&lt;head&gt;
    &lt;meta charset=""UTF-8""&gt;
    &lt;title&gt;Final&lt;/title&gt;
    &lt;script src=""https://code.jquery.com/jquery-1.12.4.min.js""&gt;&lt;/script&gt;
    &lt;script type=""text/javascript""&gt;

        $(document).ready(function() {

            $(document).on('click', '.add', function() {
                var row = $(this).parents('tr');
                var clone = row.clone();

                // clear the values
                var tr = clone.closest('tr');
                tr.find('input[type=text]').val('');

                $(this).closest('tr').after(clone);
                var total = 0;
                $("".last"").each(function() {
                    if (!$(this).val() == '') {
                        total = total + parseFloat($(this).val());
                    }
                })
                $(""#nctotalPrice"").html(""$"" + total +"".00"");
            });
            $(document).on(""blur"", "".last"", function() {
                var total = 0;
                $("".last"").each(function() {
                    if (!$(this).val() == '') {
                        total = total + parseFloat($(this).val());
                    }
                })
                $(""#nctotalPrice"").html(""$"" +total+"".00"");
                document.getElementById(""ntotal"").value =""$"" +total+"".00"";
            });
            $(document).on('focus', "".last"", function() {
                var $qty = $(this).parents(""tr"").find(""input[name^='quantity']"");
                var $pr = $(this).parents(""tr"").find(""input[name^='price']"");
                var $amnt = $(this).parents(""tr"").find(""input[name^='amount']"");
                var a = 0;
                if ($qty.val() == '' || $pr.val() == '') {
                    console.log(""No values found."");
                    return false;
                } else {
                    console.log(""Converting: "", $qty.val(), $pr.val());
                    var q = parseInt($qty.val());
                    var p = parseFloat($pr.val());
                    console.log(""Values found: "", q, p);
                }
                a = q * p;
                $amnt.val(Math.round(a * 100) / 100);

            });
            $(document).on('click', '.removeRow', function() {
                if ($('#ncItems .add').length &gt; 1) {
                    $(this).closest('tr').remove();
                }
            });
        });
    &lt;/script&gt;
&lt;/head&gt;
&lt;body&gt;
&lt;div id=""dvncc""&gt;
    &lt;form id=""ncc""&gt;
        &lt;table id=""ncItems"" name=""ncItems"" align=""center""&gt;
            &lt;tr&gt;

                &lt;th&gt;Type&lt;/th&gt;
                &lt;th&gt;Discription&lt;/th&gt;
                &lt;th&gt;Amount&lt;/th&gt;
                &lt;th&gt;Actions&lt;/th&gt;
            &lt;/tr&gt;
            &lt;tr&gt;
                &lt;td&gt;
                    &lt;select name=""type"" class=""next"" required&gt;
                        &lt;option value="""" selected=""selected""&gt;Please Select..&lt;/option&gt;
                        &lt;option value=""Code""&gt;Code&lt;/option&gt;
                        &lt;option value=""Regular""&gt;Regular&lt;/option&gt;
                    &lt;/select&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;input type=""text"" name=""discription"" class=""next"" required  /&gt;
                &lt;/td&gt;

                &lt;td&gt;
                    &lt;input type=""text"" name=""amount"" class=""next last"" required/&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;input type=""button"" name=""addRow"" class=""add"" value='+' /&gt;
                    &lt;input type=""button"" name=""remove"" class=""removeRow"" value='-' /&gt;
                &lt;/td&gt;
            &lt;/tr&gt;
            &lt;tr&gt;
                &lt;th&gt;Total :&lt;/th&gt;
                &lt;td  id=""nctotalPrice""&gt;&lt;/td&gt;
            &lt;/tr&gt;
        &lt;/table&gt;
    &lt;/form&gt;
&lt;/div&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>
"
"53001755","53000077","<p>This code doesn't have any smartness like group related one together: </p>

<p>Suppose, List have length L.</p>

<pre><code>X = 3; Chunk Size = X;
data1 = Take[data, Chunk Size]
data2 = Skip chunk size members and take next X members;
repeat; 

public static IEnumerable&lt;List&lt;List&lt;double&gt;&gt;&gt;  GetSubList()
{
    List&lt;double&gt; values = new List&lt;double&gt; { 10.0, 15.0, 20.0, 20.0, 21.0 };
    List&lt;List&lt;double&gt;&gt; subPartition = new List&lt;List&lt;double&gt;&gt;();

    var X = 2;
    int chunkSize = X;
    int length = values.Count;

    if (length &lt; X)
    {
       subPartition.Add(values);
       yield return subPartition;
       yield break;
    }

    subPartition.Add(values.Take(chunkSize).ToList());
    while (values.Skip(chunkSize).Any())
    {
        subPartition.Add(values.Skip(chunkSize).Take(X).ToList());
        chunkSize += X;
    }

    yield return subPartition;
}
</code></pre>
"
"53001759","53001719","<pre><code>protected void validateMigration(SupportSQLiteDatabase _db)

Some input files use or override a deprecated API. 
</code></pre>

<p>This is your error, go through that method and remove any calls to deprecated api then it should run </p>
"
"53001761","53001639","<p>He is setting those variables as optional (or the same, parameters with default values). That means if yout don't provide a value for them (for example using <code>a = gridPoint()</code>, init method will automatically consider <code>None</code> for both of them.</p>

<p>If any of them hadn't <code>=None</code> you will be forced to define gridPoint and passing that variable to the class.</p>

<p>You need them to use <code>if index is None</code> for example. Setting default values allows you (in this particular code) to avoid error of undefined variable.</p>
"
"53001763","53001210","<p>Matplotlib works fine in this case. You have to use keyword <code>handlelength</code> to specify the length of your line.</p>

<pre><code>import matplotlib.pyplot as plt
plt.errorbar(0., 0., xerr=1., capsize=3, capthick=3, label=""wrong shape"")
plt.legend(handlelength=1.)
plt.show()
</code></pre>

<p><a href=""https://i.stack.imgur.com/YMQ3o.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/YMQ3o.png"" alt=""enter image description here""></a></p>
"
"53001767","53001670","<p>try this ..
<div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>a span { display: block; }</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a href=""https://hippoxd.sharengay.com""&gt;
  &lt;span&gt;Share Ngay&lt;/span&gt;
  &lt;img src=""https://sharengay.com/wp-content/uploads/2018/10/forum-moi-cua-sharengay.png""&gt;
&lt;/a&gt;</code></pre>
</div>
</div>
</p>
"
"53001773","53001670","<p>Try using <code>div</code> and <code>text-align: center</code></p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a href=""https://hippoxd.sharengay.com""&gt;
  &lt;div style=""text-align: center""&gt;Share Ngay&lt;/div&gt;
  &lt;div style=""text-align: center""&gt;&lt;img src=""https://www.w3schools.com/html/img_girl.jpg""&gt;&lt;/div&gt;
&lt;/a&gt;</code></pre>
</div>
</div>
</p>
"
"53001775","53001716","<p>You can use groupBy id's to get count of each id by left joining the student_details table with student table. </p>

<pre><code> DB::table('student')
                -&gt;leftJoin('Tbl_student_details ', 'student.id', '=', 'Tbl_student_details .id')
                -&gt;groupBy('student.id')-&gt;count();
</code></pre>
"
"53001778","53001777","<p>Seems like incompatibility with older version of musl and can be easily resolved by</p>

<pre><code>/ # apk upgrade musl
(1/8) Upgrading musl (1.1.19-r10 -&gt; 1.1.20-r2)
(2/8) Upgrading busybox (1.28.4-r1 -&gt; 1.29.3-r0)
Executing busybox-1.29.3-r0.post-upgrade
(3/8) Upgrading alpine-baselayout (3.1.0-r0 -&gt; 3.1.0-r2)
Executing alpine-baselayout-3.1.0-r2.pre-upgrade
Executing alpine-baselayout-3.1.0-r2.post-upgrade
(4/8) Upgrading libressl2.7-libcrypto (2.7.4-r0 -&gt; 2.7.4-r1)
(5/8) Upgrading libressl2.7-libssl (2.7.4-r0 -&gt; 2.7.4-r1)
(6/8) Upgrading libressl2.7-libtls (2.7.4-r0 -&gt; 2.7.4-r1)
(7/8) Upgrading ssl_client (1.28.4-r1 -&gt; 1.29.3-r0)
(8/8) Upgrading musl-utils (1.1.19-r10 -&gt; 1.1.20-r2)
Executing busybox-1.29.3-r0.trigger
OK: 67 MiB in 24 packages
/ # python3
Python 3.6.6 (default, Oct 18 2018, 16:04:36) 
[GCC 8.2.0] on linux
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
&gt;&gt;&gt; 
</code></pre>
"
"53001779","53001572","<p>If you are running <code>docker-compose up -d</code>, you can always then use standard CLI tools like <code>grep</code> on piped data from <code>docker-compose logs -f</code></p>

<p>So, basically something like this, <code>docker-compose logs -f | grep 'TAG'</code></p>
"
"53001786","53001570","<ul>
<li>Store all permutations of the string in a <code>vector</code></li>
<li>Compare that to the input vector</li>
</ul>

<p>A minimal example would look like this:</p>

<pre><code>#include &lt;algorithm&gt;
#include &lt;string&gt;
#include &lt;iostream&gt;

int main()
{
    std::string s = ""ABC"";

    std::vector&lt;string&gt; perString;
    std::vector&lt;string&gt; inputVector = {""ABC"", ""ACB"", ""BAC"", ""BCA"", ""CAB"", ""CBA""}; 
    do {
        perString.push_back(s);
    } while(std::next_permutation(s.begin(), s.end()));
    if(perString == inputVector)
        std::cout&lt;&lt; ""YES, the vector has all possible combinations of characters"" &lt;&lt; '\n';
    else
        std::cout&lt;&lt; ""NO, It doesn't"" &lt;&lt; '\n';       

    return 0;
}
</code></pre>
"
